,PAPI_BR_CN,PAPI_BR_CN,PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_INS,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_MSP,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_NTK,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_PRC,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_TKN,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_BR_UCN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_CLN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_ITV,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SHR,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_CA_SNP,PAPI_CA_SNP,PAPI_DP_OPS,PAPI_DP_OPS,PAPI_DP_OPS,PAPI_FUL_CCY,PAPI_FUL_CCY,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_FUL_ICY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_DCM,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_ICM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_LDM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_STM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L1_TCM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCA,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCM,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCR,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_DCW,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICA,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICH,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICM,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_ICR,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_LDM,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_STM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCA,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCM,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCR,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L2_TCW,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCA,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCR,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_DCW,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICA,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_ICR,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_LDM,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCA,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCM,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCR,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_L3_TCW,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LD_INS,PAPI_LD_INS,PAPI_LST_INS,PAPI_LST_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_MEM_WCY,PAPI_MEM_WCY,PAPI_PRF_DM,PAPI_PRF_DM,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_REF_CYC,PAPI_REF_CYC,PAPI_RES_STL,PAPI_RES_STL,PAPI_RES_STL,PAPI_SP_OPS,PAPI_SP_OPS,PAPI_SP_OPS,PAPI_SR_INS,PAPI_SR_INS,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_CCY,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_STL_ICY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_DM,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TLB_IM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_CYC,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_TOT_INS,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_DP,PAPI_VEC_DP,PAPI_VEC_SP,PAPI_VEC_SP,PAPI_VEC_SP
74,1777,13144,70521,1957,15215,74723,1,2,637,1262,12066,52115,1781,13148,69858,1217,1104,18399,171,2062,4059,2,57,437,70,189,1339,17,208,357,485,334,377,0,0,37,1840,17126,92488,1367,11937,85882,102,754,1474,184,136,140,344,182,182,41,482,1314,328,274,675,213,726,1789,103,1449,2837,109,108,162,68,1136,1774,736,359,629,363,134,253,210,69,121,244,176,715,26,44,248,4,1,45,369,1406,1746,67,1508,3118,186,176,378,72,1128,1820,94,1519,3012,18,21,113,12,19,273,121,80,194,239,331,2130,0,0,2,157,1421,3720,22,1113,2182,108,662,2716,8,16,209,2251,20341,101294,3350,33499,156924,0,3312,2287,95,31,958,4067,13695,140104,518,2201,41848,0,0,0,993,13151,55623,3015,15106,59011,368,406,33798,15,170,310,0,1,9,3738,21349,317004,10424,90185,406216,0,0,0,0,0,0
75,1775,13144,70521,1955,15215,74589,2,2,640,1262,12066,52512,1777,13435,69849,1217,1067,18410,171,2062,4120,0,102,365,35,263,1562,17,171,364,464,295,381,0,0,0,1744,16930,92364,1387,11297,85801,87,758,1477,171,133,139,365,182,255,41,501,1361,315,266,670,213,740,1874,97,1466,2875,104,110,290,72,1098,1700,704,306,514,387,142,155,180,66,50,269,213,1465,25,50,181,3,2,56,339,741,1678,125,1464,3059,185,321,475,56,1020,1658,140,1501,2930,14,22,129,3,14,266,211,98,177,710,252,2094,0,0,0,77,1495,5371,70,1002,2109,129,971,2793,4,20,193,2252,20341,101294,3351,33499,157332,0,1133,20150,64,88,633,3984,16517,113544,938,2799,43476,0,0,0,993,13151,55623,3312,21087,64144,365,361,19219,0,184,335,0,2,4,3722,21791,297997,10424,90185,410015,0,0,0,0,0,0
76,1777,13144,70521,1957,15215,74589,1,2,650,1262,12066,52115,1781,13148,69850,1381,1067,18402,171,2062,4059,0,109,400,27,196,2404,18,229,498,453,278,371,0,0,0,1851,17153,92759,1514,11298,85262,99,750,1468,169,135,243,373,167,173,42,489,1259,311,281,675,213,700,1841,122,1441,2877,112,118,171,64,1060,1790,977,294,622,374,138,147,138,62,30,221,174,645,23,49,158,0,3,49,350,848,1733,75,1549,2971,178,178,476,72,976,1856,116,1512,3794,14,19,257,4,18,260,136,92,304,253,386,2182,0,0,5,135,1424,3474,60,989,2219,101,932,2777,7,16,186,2252,20585,101294,3351,33499,156924,0,1893,15448,83,79,930,4233,13446,115204,741,2851,24555,0,0,0,993,13151,55792,3230,15425,64345,360,393,18860,18,156,287,0,0,2,4387,20735,310396,10424,90185,406216,0,0,0,0,0,0
77,1777,13144,70927,1957,15215,74589,1,2,1105,1262,12066,52115,1781,13148,69871,1217,1067,18414,171,2062,4059,5,210,374,30,210,1343,7,208,337,407,1222,412,0,0,0,1824,17280,93041,1484,11311,85815,91,965,1714,179,127,141,359,214,170,42,445,1218,313,451,686,218,649,1696,103,2189,2861,113,104,165,66,1092,1852,733,530,970,355,116,162,160,55,438,239,196,630,24,34,191,8,4,79,346,756,1938,120,2396,2933,173,168,392,44,1082,1802,93,1472,2894,17,24,98,0,20,273,67,101,167,216,207,3224,0,0,1,91,1440,3441,46,1020,2126,119,825,2677,5,17,188,2252,20341,101294,3351,33499,156924,0,914,2310,101,113,754,4150,14110,127156,600,4885,28204,0,0,0,993,13151,55623,3042,14825,82551,355,408,18740,13,182,320,0,0,2,3740,22476,301813,10424,90185,406216,8,0,0,0,0,0
78,1777,13144,70521,1955,15215,74589,2,2,707,1261,12066,52115,1781,13148,69855,1217,1067,18443,171,2062,4059,2,224,391,43,504,1280,9,100,336,443,462,326,0,0,0,1854,17550,92972,1512,11285,89789,89,771,1895,170,133,135,364,180,427,35,453,1213,303,235,841,217,765,1630,80,1498,2851,114,107,170,70,1082,1792,731,280,552,387,78,159,194,91,41,271,194,721,22,37,165,9,2,50,351,841,2748,96,1483,2850,178,164,628,56,890,1928,160,1483,2868,19,23,102,7,21,267,82,44,118,216,159,3438,0,2,2,92,1543,3610,94,1058,2139,106,927,4181,11,13,226,2252,20341,101294,3351,33499,156923,0,2231,1963,104,67,750,4150,13280,112382,589,7540,36707,0,0,0,993,13151,55623,3270,17066,69350,364,412,18884,0,174,334,0,3,1,3668,20614,307237,10418,90185,406216,0,0,0,0,0,0
79,1777,13144,70521,1957,15767,74589,1,2,691,1262,12066,52115,1781,13148,69871,1217,1067,18837,171,2062,4059,5,191,366,42,387,1158,5,112,488,345,266,374,0,0,0,1808,17115,92901,1524,11361,87142,93,767,1480,168,123,130,364,977,186,39,398,1197,300,268,709,339,720,1906,137,1455,2932,115,109,171,62,1074,1550,751,281,1077,308,84,156,164,117,40,257,187,717,27,161,202,0,4,60,345,796,1707,97,1435,2955,176,169,756,72,1060,1834,138,1517,2923,22,31,96,3,20,264,122,42,134,221,162,3541,0,0,0,74,1499,3397,14,1028,2190,146,857,2502,4,14,188,2252,20341,101533,3350,33499,156924,0,18165,1824,70,33,1058,4150,15189,112382,390,2511,31083,0,0,0,993,13151,55623,3312,15033,71943,354,838,18684,18,176,348,0,40,2,3688,21208,311683,10424,90185,406216,0,0,0,0,0,0
80,1777,13144,70521,1957,15215,74589,1,2,651,1262,12066,52115,1781,13148,69804,2003,1067,18801,171,2062,4059,0,238,385,74,209,1304,0,110,361,463,263,1376,0,0,0,1809,17287,93316,1522,11304,86300,98,758,1709,178,130,138,456,168,184,39,449,1172,335,264,908,220,637,1614,78,1432,3581,124,118,200,66,1136,1798,859,260,1712,253,73,154,139,74,32,259,213,670,21,44,197,6,2,48,349,805,1822,110,1521,4360,178,160,398,72,1054,1622,153,1460,3001,12,28,131,3,16,281,76,16,124,4916,155,3006,0,0,8,61,1450,3495,116,979,2155,108,813,2433,2,24,161,2252,20341,101294,3351,35167,156924,26,5912,19507,376,43,900,4067,14525,111054,476,2308,34890,0,0,0,993,13151,55623,3043,15816,60506,359,368,18818,0,163,313,0,0,2,3753,20990,304843,10424,90185,406216,0,0,0,0,0,0
81,1777,13144,70521,1957,15215,75218,1,2,637,1261,12066,52115,1781,13148,69818,1211,1067,18395,171,2323,4320,5,179,450,42,263,991,9,139,330,469,229,416,0,0,0,1847,16942,92810,1527,11262,86413,100,763,1479,179,120,132,353,364,159,33,504,1262,303,272,696,209,721,1461,123,1480,2869,111,119,166,56,940,1876,1182,257,833,327,101,175,166,75,38,239,399,604,37,44,353,3,4,59,342,774,1825,87,1479,2914,176,170,343,66,882,1702,117,1471,2940,16,27,127,3,27,271,57,29,104,838,138,3298,0,0,0,144,1871,3397,27,1005,2178,169,870,2609,5,17,142,2253,20341,101294,3351,33499,158790,0,6006,15692,180,55,891,3818,13197,139606,628,20666,29341,0,0,0,993,13151,55623,3385,15088,75212,365,363,19339,15,166,319,0,0,22,6152,22506,312325,10418,91308,407033,0,0,0,0,0,0
82,1777,13144,70521,1957,15215,74589,1,2,648,1262,12132,52163,1781,13148,69831,1211,1067,18395,171,2062,4059,0,238,368,35,198,1204,0,105,295,470,188,424,0,0,0,1772,17277,92391,1535,11318,86156,90,754,1467,206,131,132,344,159,338,43,376,1209,302,258,662,216,684,1568,85,1449,2884,114,181,262,64,1072,1858,813,307,623,333,78,144,108,106,30,269,252,906,29,50,170,11,4,59,351,840,1867,303,1497,2959,185,164,349,62,1116,1778,87,1613,2857,27,107,176,0,17,288,73,105,521,358,339,2872,0,0,2,85,1495,3955,102,1033,2130,209,780,2519,3,32,149,2251,20341,101294,3350,33499,156924,0,6378,2266,327,54,827,3569,13197,126160,600,2270,47289,0,0,0,993,13151,56273,5884,15275,58801,357,271,20207,2,176,306,0,0,3,6250,21791,304431,10424,90185,406216,0,8,8,0,0,0
83,1775,13144,70617,1957,15215,74589,2,2,641,1262,12066,52115,1781,13148,69834,1211,1067,18395,171,2062,4059,0,192,453,38,230,2016,11,93,272,466,268,448,0,0,0,1839,17190,93199,1553,11313,85386,93,756,1471,169,225,436,345,154,185,42,534,1177,303,323,674,221,880,2208,108,1520,2811,127,105,171,70,1086,1770,753,283,901,281,96,100,145,70,107,272,183,743,39,44,157,7,7,71,349,821,1663,1483,1435,2998,170,173,317,76,1090,1804,158,1797,3176,25,45,105,6,18,271,57,397,156,593,152,3152,0,0,0,108,1452,3389,79,1266,2437,192,923,2640,4,17,195,2252,20341,101294,3351,33499,156924,0,11061,14957,70,45,968,3154,13031,159111,647,2645,19595,0,0,0,993,13760,55623,3288,15450,58475,365,416,29685,17,173,307,0,0,1,4382,23295,323300,10424,90185,406216,0,0,0,0,0,0
84,1777,13226,70521,1957,15238,74589,1,2,665,1261,12066,52115,1781,13148,69827,1210,1067,18393,171,2062,4059,3,217,427,38,563,1527,95,136,361,551,274,404,0,0,0,1795,17190,93121,1528,11281,85607,93,753,1469,178,131,131,367,155,326,28,502,1223,299,293,702,216,673,1584,78,1458,2837,99,107,171,72,1118,1760,2365,373,793,300,114,119,548,67,80,229,203,690,43,40,153,0,0,45,354,773,1711,376,1469,3100,186,170,333,70,1100,1758,100,1471,2852,27,25,92,0,18,276,84,69,186,281,163,2809,0,0,0,98,1484,3476,37,1046,2125,125,923,3122,11,14,153,2252,20341,101294,3351,33499,156924,0,12412,2723,176,50,918,3320,14027,166747,627,2898,24980,0,0,0,993,13151,55623,3037,15526,58753,375,401,25892,20,175,375,0,0,1,6796,62422,360061,10418,90185,406216,0,0,0,0,0,0
85,1777,13144,70521,1957,15216,74589,1,3,635,1262,12066,52115,1778,13148,69939,1211,1067,18516,171,2062,4059,2,333,390,65,270,1534,87,87,326,1711,323,433,0,0,0,1871,17050,90996,1567,11237,86887,91,754,1473,164,115,133,379,162,218,41,492,1211,287,289,681,213,563,1571,79,1459,2900,116,108,172,62,860,1772,1208,461,567,295,103,197,165,199,59,259,206,775,25,43,221,3,26,51,351,832,2070,116,1419,2927,173,168,975,60,1068,1738,129,1541,2891,18,14,106,5,15,266,90,71,275,237,150,3210,0,0,1,101,1446,3513,87,1051,2225,89,840,2469,5,36,154,2251,20341,101294,3350,33499,156924,0,8311,3730,83,54,1380,4399,13031,169154,572,2400,29541,0,0,0,993,13151,55623,11783,15575,74539,351,427,19565,1,165,321,0,0,1,8129,21331,315102,10424,90185,406216,0,0,0,0,0,0
86,1775,13144,70521,1955,15215,74589,1,2,650,1262,12066,52115,1781,13148,69862,1211,1067,18395,171,2062,4059,8,188,387,39,205,1314,36,132,580,5495,337,596,0,0,0,1832,17197,90759,1537,11279,86394,93,760,1599,175,119,126,373,175,180,40,550,1204,337,287,1206,209,730,1481,110,1492,3205,116,115,173,60,1046,1806,1936,300,527,323,130,146,175,64,26,242,185,498,25,35,161,3,4,50,354,826,1730,107,1438,3635,180,168,367,58,1088,1810,99,1489,2917,10,20,80,2,73,284,79,63,289,182,132,3753,0,0,0,98,1462,3419,30,999,2117,96,1425,2516,2,14,130,2252,20341,102359,3351,33499,156924,0,4607,3017,93,78,990,3403,13114,145416,739,3600,19585,0,0,0,993,13151,55623,3122,90368,75924,368,352,18742,13,187,337,0,0,0,3708,25731,320679,10424,90185,406216,0,0,37,0,0,0
87,1777,13144,70521,1957,15215,74746,1,2,640,1262,12066,52115,1781,13148,69874,1211,1186,18395,171,2062,4059,7,59,348,62,248,1101,67,169,327,1149,306,439,0,0,37,1778,17061,92539,1516,11490,85746,94,760,1462,188,137,135,380,867,173,41,539,1189,630,263,675,220,755,1559,86,1463,2885,121,102,169,66,960,1806,770,272,618,325,78,187,197,109,33,203,171,637,27,49,261,4,2,53,344,1102,1702,111,1501,3003,173,171,489,42,1124,1812,111,1494,2881,16,22,96,1,44,233,75,54,253,240,148,3043,0,0,33,65,1450,3522,101,1050,2199,115,773,2617,6,15,168,2252,20341,101295,3351,33499,156924,0,5791,44985,125,22,1055,3486,13197,142345,610,991,33749,0,0,0,993,13151,55623,2963,14578,58821,364,463,30273,0,178,314,0,0,7,3780,23637,309957,10424,90185,406216,0,0,0,0,0,0
88,1777,13144,70521,1957,15215,74589,2,2,648,1262,12066,52115,1778,13229,69877,1210,1067,18395,171,2062,4114,12,85,351,48,192,1012,61,181,377,573,280,437,0,0,0,1904,17139,91810,1443,11297,85226,99,752,1473,179,133,145,373,186,254,42,584,1213,325,255,867,225,766,1613,102,1411,2839,164,119,166,54,1104,1792,668,267,772,274,86,135,186,68,60,204,229,1398,18,44,213,0,4,63,352,801,1705,89,1465,2987,182,502,415,56,1012,1736,107,1504,2909,20,32,138,5,17,254,53,75,223,290,121,2391,0,0,0,105,1568,5368,36,1042,2100,85,879,2686,4,18,176,2251,20341,101294,3351,33499,157474,0,2525,3998,47,211,908,3735,40172,113876,598,2365,18294,0,0,0,993,13151,55623,3389,19521,58108,376,379,21863,18,189,334,0,0,0,3708,21651,306132,10424,90185,411020,0,0,0,0,0,0
89,1775,13144,70521,1955,15215,74589,1,2,648,1261,12066,52349,1781,13148,69865,1211,1067,18395,171,2062,4059,4,107,448,50,156,931,18,490,359,550,300,428,0,0,0,1885,17159,92485,1532,11251,84701,85,754,1475,180,137,238,358,180,176,43,537,1159,342,285,1014,211,734,1857,96,1447,2875,133,120,288,68,1050,1846,729,287,685,283,78,144,194,69,45,197,177,696,20,47,183,7,4,42,339,808,1728,64,1486,2938,173,196,326,54,1056,1752,72,1479,3825,10,20,232,6,19,256,67,82,435,265,234,2657,0,0,0,87,1468,3985,50,1027,2266,115,970,2654,6,16,183,2252,21281,101294,3351,33499,156924,0,953,4260,81,24,1111,3403,13197,112963,1161,1906,21222,0,0,0,993,13151,55805,3005,16884,97823,351,417,20759,6,180,305,1,0,2,3738,21544,307328,10424,90185,406216,8,37,0,0,0,0
90,1777,13144,71184,1957,15215,74589,2,2,1262,1262,12066,52115,1781,13148,69868,1211,1067,18395,171,2062,4059,15,165,412,76,245,2358,34,179,275,423,725,423,0,0,0,1827,17363,92707,1392,11275,85737,91,758,1464,162,135,140,367,169,188,42,346,1217,333,717,763,212,732,1496,85,1787,2888,134,128,167,26,1098,1676,1076,257,1327,292,82,179,193,108,282,228,153,721,21,43,171,7,3,61,341,824,1752,110,1770,2893,176,171,356,70,1024,1758,133,1532,2999,13,14,84,1,18,293,71,79,268,287,307,3074,0,1,0,99,1435,3965,59,998,2146,72,816,2632,6,18,198,2252,20341,101294,3351,33499,156924,0,869,3243,99,32,855,3901,13197,112216,3427,3820,27544,0,0,0,993,13151,55623,3185,18828,63521,368,418,19373,0,163,342,0,0,2,3814,22405,304876,10424,90185,406216,0,0,0,0,0,0
91,1777,13144,70521,1957,15215,74589,1,2,744,1262,12066,52115,1778,13148,69871,1211,1067,18451,171,2062,4060,3,209,394,50,240,800,56,98,295,435,304,584,0,37,0,1774,17808,92775,1532,11267,88827,90,837,1471,170,132,138,357,169,178,37,479,1205,323,274,670,205,747,1579,1144,1446,2912,257,120,171,66,1114,1788,1054,260,509,260,89,146,175,89,38,255,203,729,42,38,196,5,3,52,348,817,2380,72,1460,2876,178,179,330,28,1082,1686,86,1491,2929,13,14,85,8,15,330,78,42,218,230,158,3343,0,13,0,80,1457,3743,48,994,2139,139,915,4055,26,26,169,2252,20341,101294,3351,33499,156924,0,2305,2335,87,52,1067,3486,13695,112382,380,37798,42958,0,0,0,993,13151,55623,3233,17981,59878,5543,413,19194,14,173,375,0,0,0,3736,20957,368246,10424,90185,406216,0,0,0,0,0,0
92,1777,13144,70538,1955,15417,74589,1,2,747,1261,12066,52115,1781,13148,69921,1210,1067,18395,171,2062,4059,0,312,333,17,435,740,89,111,504,500,402,1194,0,0,0,1825,17100,92792,1425,11271,86875,336,752,1475,175,137,129,368,174,174,41,539,1232,307,260,704,208,695,1541,194,1425,2895,105,119,164,64,1026,1686,933,284,494,260,136,151,148,91,31,272,235,759,30,96,205,6,4,56,346,782,1798,239,1498,2886,189,166,536,26,1122,1830,101,1535,2885,18,15,100,2,21,246,65,48,321,217,130,3406,0,0,0,85,1441,3673,77,1036,2131,84,829,2527,46,24,181,2252,20341,101563,3351,33499,156924,0,605,1569,93,51,1204,7885,17513,111137,786,33164,23905,0,0,0,993,13151,55623,2940,17375,74321,1114,1863,19110,0,179,279,0,10,1,3706,20811,304079,10418,90185,406216,0,0,0,0,0,0
93,1777,13144,70521,1957,15215,74589,1,2,687,1262,12066,52115,1781,13148,69795,1211,1067,18394,171,2062,4059,2,121,346,61,189,737,49,133,351,594,372,2646,0,0,0,1817,17161,92955,1518,11287,86293,140,758,1720,207,139,135,353,166,171,41,596,1193,316,250,1367,214,751,1554,92,1444,3727,102,114,172,58,1050,1796,751,448,700,284,81,159,128,49,29,254,192,745,28,53,198,2,3,57,339,835,1705,182,1481,4124,171,175,376,70,1100,1812,127,1486,2905,17,18,112,7,31,270,51,64,330,227,143,2593,0,0,2,85,1461,3721,18,1075,2096,105,940,2646,49,20,185,2251,20341,101294,3350,34064,156924,0,5374,11570,85,34,796,3984,12865,120433,423,2321,15243,0,0,0,993,13151,55623,2939,16014,86632,684,505,23110,15,188,357,0,0,2,3739,21751,316436,10424,90185,406216,0,0,0,0,0,0
94,1777,13144,70521,1957,15215,75509,1,2,644,1262,12066,52115,1781,13148,69821,1211,1067,18395,171,2120,4065,6,302,373,44,228,920,39,166,324,562,222,1288,0,0,0,1812,16997,93051,1536,11266,85816,108,758,1459,194,144,147,353,244,180,42,493,1266,322,280,1210,217,745,1522,124,1454,2930,103,135,168,68,1098,1692,720,296,655,304,129,170,171,71,16,237,734,737,32,47,353,7,5,64,347,818,1739,159,1508,3079,179,165,338,70,1110,1748,150,1496,2865,21,29,95,1,18,257,88,42,262,220,128,2009,1,0,1,57,2401,3550,92,1010,2092,94,718,2531,6,16,166,2252,20341,101294,3351,33499,158954,0,309,18704,103,119,837,3984,13197,170897,799,1736,14839,0,0,0,993,13151,55623,3232,18038,58162,439,153,18932,1,168,306,0,0,18,3752,22010,311748,10424,93008,406216,0,0,0,0,0,0
95,1777,13144,70521,1957,15215,74589,2,2,653,1261,12223,52179,1781,13148,69843,1211,1067,18394,171,2062,4336,5,177,386,43,211,1135,56,119,357,617,230,1086,0,0,0,1858,17139,92925,1510,11398,86399,94,757,1476,169,122,169,354,172,329,37,577,1192,322,275,786,214,730,1508,72,1504,2893,112,237,300,68,1086,1784,697,336,675,317,126,151,138,71,130,275,223,936,33,43,179,4,2,53,341,807,1705,145,1441,3023,172,175,340,62,1000,1658,144,1551,2872,23,138,185,2,18,255,89,41,292,398,161,2432,0,0,0,90,1498,4410,24,1013,2148,87,769,2512,10,19,163,2252,20341,101294,3351,33499,156924,0,569,5150,123,103,588,4067,14193,180027,402,2626,13041,0,0,0,993,13151,55623,3321,14835,58080,658,371,19272,24,160,315,0,1,2,4117,22118,318109,10418,90185,407310,0,0,0,0,0,0
96,1777,13144,70641,1957,15215,74589,2,2,647,1262,12066,52115,1781,13148,69874,1210,1067,18394,171,2062,4059,6,84,377,70,216,1514,40,129,329,389,217,1060,0,0,0,1878,17168,92141,1543,11272,85864,110,753,1479,180,344,406,363,1220,176,41,561,1212,306,287,677,213,903,2400,135,1444,2892,99,200,265,66,1142,1856,972,431,803,343,105,158,178,50,249,228,272,535,32,35,175,5,15,48,387,673,1732,85,1457,2935,173,169,348,68,936,1834,131,2158,3204,13,19,126,4,20,268,93,152,854,250,137,3318,11,0,0,87,1455,3484,87,1169,2484,127,1048,2371,4,25,149,2251,20341,101294,3350,33499,156924,0,284,1799,572,65,788,3735,20584,118773,586,3380,23939,0,0,0,993,13377,56229,3081,16077,60086,506,104,18697,17,169,335,0,0,4,3734,22461,317830,10424,90185,406216,0,0,0,0,0,0
97,1775,13403,70521,1957,15215,74589,1,3,651,1262,12066,52115,1781,13148,69865,1211,1067,18395,171,2062,4059,11,146,426,53,901,886,38,168,331,378,243,1138,0,0,0,2040,17094,92517,1539,11301,86338,94,756,1482,170,245,144,381,177,161,43,590,1194,309,284,666,210,746,1734,106,1550,2889,106,114,174,68,1046,1906,954,712,597,296,42,150,152,58,324,276,206,333,24,32,161,7,18,78,354,842,1683,166,1458,2896,167,179,470,58,1050,1690,127,1544,2897,23,25,82,17,20,303,57,43,253,242,139,2972,0,0,0,95,1403,3446,74,1157,2206,63,852,2923,7,6,194,2252,20341,101294,3351,33499,156924,3899,49470,2134,78,31,840,3652,20584,110307,561,3883,35881,0,0,0,993,13151,55623,3025,14829,92468,869,360,19209,0,182,338,0,0,2,3698,22059,328309,10424,90185,406216,0,0,0,0,0,0
98,1777,13144,70521,1957,15215,74589,1,10,647,1262,12066,52115,1781,13148,69939,1211,1067,18496,171,2062,4059,5,109,394,52,334,752,56,144,368,418,272,1358,0,0,0,1882,17546,92858,1514,11277,85889,100,751,1470,173,185,159,389,179,174,40,578,1217,315,270,730,214,745,1498,108,1428,2792,94,119,167,50,1124,1596,767,370,519,269,66,153,161,411,270,258,239,311,25,39,161,1,22,64,353,806,2326,92,1515,2938,185,171,884,68,884,1852,135,1487,2901,8,20,89,6,21,285,37,60,262,238,300,1327,0,0,3,94,1518,3734,40,1032,2115,125,906,2418,9,36,162,2252,20341,101294,3351,33499,156901,2577,875,20484,77,39,1270,3818,20667,120682,446,3151,15165,0,0,0,993,13151,55623,2944,12640,61660,895,120,17194,11,179,318,0,0,1,3955,22817,312960,10418,90185,406216,0,0,0,0,0,0
99,1777,13144,70521,1957,15215,74589,1,2,643,1276,12066,52115,1781,13148,69861,1211,1067,18395,171,2062,4059,1,61,341,75,295,848,64,133,673,471,352,2290,0,0,0,1765,17046,93174,1541,11279,85709,99,758,1465,167,133,135,368,152,174,39,600,1218,291,282,3729,218,695,1601,122,1487,2824,108,119,156,48,1036,1796,783,349,1559,303,72,151,169,103,111,242,222,223,35,23,148,5,15,40,345,847,1799,116,1441,3676,171,175,486,22,1026,1620,110,1554,2883,15,33,94,2,31,257,42,63,222,388,213,601,0,0,1,88,1442,3929,91,1033,2113,118,2045,2553,6,11,157,2251,20341,102706,3350,33499,156924,0,1745,2386,59,72,911,3735,20169,149981,426,2718,13651,0,0,0,993,13151,55644,3721,41447,94141,762,351,18782,1,198,300,2,1,2,3737,23305,310638,10424,90185,406216,0,0,37,0,0,0
100,1775,13144,70521,1955,15215,74786,2,2,648,1262,12066,52115,1781,13148,69855,1210,1103,18395,171,2062,4059,1,113,350,49,291,670,72,193,316,407,399,1543,0,0,37,1903,17124,92463,1505,11791,85508,210,753,1545,163,136,129,382,158,178,38,591,1167,303,267,2025,229,697,1917,81,1468,3086,104,111,167,56,1058,1860,727,349,603,266,69,220,170,80,29,207,156,227,36,22,274,2,28,49,348,1349,1688,86,1455,2988,170,166,420,66,1054,1856,110,1542,2890,20,37,104,12,18,249,38,57,184,271,132,287,0,0,22,107,1476,3840,17,1000,2204,126,864,2544,7,13,156,2252,20341,101294,3351,33499,156924,0,1809,11137,53,50,815,5063,44073,126907,284,7775,37912,0,0,0,993,13151,55623,2972,16718,80572,1020,118,25415,16,164,332,0,52,1,3676,23026,315642,10424,90185,406216,0,0,0,0,0,0
